name,class,subclass,subsubclass,photo,location,relations_materials,relations_products,description
Blow molding,Shaping,Shaping: Molding',Shaping: Molding: Thermoplastic Molding',2077_blow_molding,,"--1080 (Acrylonitrile butadiene styrene (ABS))
--1082 (Ionomer (I))
--1083 (Polyamides (Nylons, PA))
--1084 (Polycarbonate (PC))
--1085 (Polyetheretherketone (PEEK))
--1086 (Polyethylene (PE))
--1087 (Polyethylene terephthalate (PET))
--1089 (Polylactide (PLA))
--1090 (Polymethyl methacrylate (Acrylic, PMMA))
--1091 (Polyoxymethylene (Acetal, POM))
--1092 (Polypropylene (PP))
--1093 (Polystyrene (PS))
--1096 (Polyvinylchloride (tpPVC))
--1115 (Fluorinated Ethylene Propylene (FEP))
--1124 (CPVC)
--1125 (PEI ULTEM)
--1126 (PPS)
--1127 (PVDF)
--1128 (Pewter)
--1129 (Polysulfone)
--1136 (TORLON PAI)","--3013 (Sponge Scrubber (Cellulose Sponge))
--3036 (Bottle (glass))
--3071 (Coffee Brewing Cone (polypropylene))
--3079 (Scrubber Sponge (Cellulose, Natural Value))
--3083 (Scrubber Sponge (Loofah Scrubber, Cellulose Sponge))
--3084 (Scrubber Sponge (Cellulose, Western Family))
--3088 (Sandwich Bags (PET))
--3091 (Sandwich Bags (Low Density Polyethylene))","BLOW MOLDING is glass blowing technology adapted to polymers. In extrusion blow molding a tube or parison is extruded and clamped in a split mold with a hollow mandrel at one end. Hot air is forced under pressure through the mandrel, blowing the polymer against the mold walls where it cools and freezes. In injection blow molding, a pre-form is injection molded over a mandrel and transferred to the blowing die. Air is injected under pressure through the mandrel blowing the polymer against the mold walls where it cools and freezes, as before. The process gives better control over finished component weight and wall thickness than extrusion blow-molding, with better precision in the unblown, injection molded neck areas, lending itself to screw closures, etc. Solid handles can be molded in. In stretch blow molding, an important variant, the temperature is chosen such that the polymer is drawn as it expands, orienting the molecules in the plane of the surface. It is used in the production of PET drink bottles."
Compression molding,Shaping,Shaping: Molding',Shaping: Molding: Thermoplastic Molding',2078_compression_molding,,"--1073 (Ethylene vinyl acetate (EVA))
--1080 (Acrylonitrile butadiene styrene (ABS))
--1081 (Cellulose polymers (CA))
--1082 (Ionomer (I))
--1083 (Polyamides (Nylons, PA))
--1084 (Polycarbonate (PC))
--1085 (Polyetheretherketone (PEEK))
--1086 (Polyethylene (PE))
--1087 (Polyethylene terephthalate (PET))
--1088 (Polyhydroxyalkanoates (PHA, PHB))
--1089 (Polylactide (PLA))
--1090 (Polymethyl methacrylate (Acrylic, PMMA))
--1091 (Polyoxymethylene (Acetal, POM))
--1092 (Polypropylene (PP))
--1093 (Polystyrene (PS))
--1094 (Polytetrafluoroethylene (Teflon, PTFE))
--1095 (Polyurethane (tpPUR))
--1096 (Polyvinylchloride (tpPVC))
--1097 (Starch-based thermoplastics (TPS))
--1115 (Fluorinated Ethylene Propylene (FEP))
--1124 (CPVC)
--1125 (PEI ULTEM)
--1126 (PPS)
--1127 (PVDF)
--1129 (Polysulfone)
--1134 (Nitrile Rubber (Buna-N))
--1136 (TORLON PAI)",--3037 (Banana Leaf Plate),"In COMPRESSION MOLDING a pre-measured quantity of polymer - usually a thermoset - in the form of granules or a pre-formed tablet containing resin and hardener is placed in a heated mold. The mold is closed creating sufficient pressure to force the polymer into the mold cavity. The polymer is allowed to cure, the mold is opened and the component removed. A variant, polymer forging, is used to form thermoplastics that are difficult to mold, such as ultra high molecular weight polyethylene, or shapes that have thick walls or large and abrupt changes in section area. Compression molding is widely used to shape the composites BMC and SMC. BMC (Bulk Molding Compound) and SMC (Sheet Molding Compound) differ in the shape and content of reinforcement and filler. BMC has less (15-25% of glass fiber) and it is the easiest to mold to 3-dimensional shapes. SMC has more (up to 35%) of glass fiber and is limited to sheet shapes. DMC (Dough Molding Compound) is the genesis - a dough-like mix of thermosetting polyester, polyurethane or epoxy with hardener, chopped glass fiber, filler and coloring agent. Two more - GMT (Glass Mat Thermoplastics) and TSC (Thermoplastic Sheet Compounds) - are the thermoplastic equivalent, based on nylon 6 or polypropylene. The word ""dough"" conveys well the way in which they are shaped: squeezed between a pair of dies, like a pie crust."
Expanded foam molding,Shaping,Shaping: Molding',Shaping: Molding: Thermoplastic Molding',2079_expanded_foam_molding,,"--1029 (Flexible Polymer Foam (LD))
--1030 (Flexible Polymer Foam (MD))
--1031 (Flexible Polymer Foam (VLD))
--1032 (Rigid Polymer Foam (HD))
--1033 (Rigid Polymer Foam (LD))
--1034 (Rigid Polymer Foam (MD))
--1074 (Natural rubber (NR))
--1077 (Polyurethane)
--1080 (Acrylonitrile butadiene styrene (ABS))
--1086 (Polyethylene (PE))
--1092 (Polypropylene (PP))
--1093 (Polystyrene (PS))
--1096 (Polyvinylchloride (tpPVC))",,"The snow-white, crisp, light protective packaging in which your computer arrived, and which you discarded, oblivious of its visual aesthetics, was made by EXPANDED FOAM MOLDING of polystyrene. It is a low temperature, low pressure, process using cheap mold materials, with uses far beyond those of throwaway packaging. There are two stages in its operation. Solid polymer granules, colored, if desired, containing a foaming agent that releases CO2 on heating (a commodity product, widely available) are first softened and expanded by steam-heating under a small pressure. The softened particles are transferred to aluminum molds (to give good heat transfer) and steam-heated at 3 atmospheres, causing them to expand to 20 or more times their original volume and fuse together, filling the mold and taking up its shape."
"Injection molding, thermoplastics",Shaping,Shaping: Molding',Shaping: Molding: Thermoplastic Molding',2080_injection_molding_thermoplastics,-- Machineshop (http://engineering.dartmouth.edu/mshop/machines.html),"--1029 (Flexible Polymer Foam (LD))
--1030 (Flexible Polymer Foam (MD))
--1031 (Flexible Polymer Foam (VLD))
--1032 (Rigid Polymer Foam (HD))
--1034 (Rigid Polymer Foam (MD))
--1073 (Ethylene vinyl acetate (EVA))
--1075 (Polychloroprene (Neoprene, CR))
--1076 (Polyisoprene rubber (IIR))
--1077 (Polyurethane)
--1080 (Acrylonitrile butadiene styrene (ABS))
--1081 (Cellulose polymers (CA))
--1082 (Ionomer (I))
--1083 (Polyamides (Nylons, PA))
--1084 (Polycarbonate (PC))
--1085 (Polyetheretherketone (PEEK))
--1086 (Polyethylene (PE))
--1087 (Polyethylene terephthalate (PET))
--1089 (Polylactide (PLA))
--1090 (Polymethyl methacrylate (Acrylic, PMMA))
--1091 (Polyoxymethylene (Acetal, POM))
--1092 (Polypropylene (PP))
--1093 (Polystyrene (PS))
--1095 (Polyurethane (tpPUR))
--1096 (Polyvinylchloride (tpPVC))
--1115 (Fluorinated Ethylene Propylene (FEP))
--1124 (CPVC)
--1125 (PEI ULTEM)
--1126 (PPS)
--1127 (PVDF)
--1129 (Polysulfone)
--1136 (TORLON PAI)","--3021 (Play-doh)
--3074 (Disposable Cutlery (Starch, 100%) )
--3092 (Bowl Scraper (silicone))
--3093 (Trivet (Silicone))
--3094 (Kitchen Tongs (Silicone))
--3095 (Spatula (Silicone, Core Kitchen))
--3096 (Basting Brush (silicone))","No other process has changed product design more than INJECTION MOLDING. Injection molded products appear in every sector of product design: consumer products, business, industrial, computers, communication, medical and research products, toys, cosmetic packaging and sports equipment. The most common equipment for molding thermoplastics is the reciprocating screw machine, shown schematically in the figure. Polymer granules are fed into a spiral press where they mix and soften to a dough-like consistency that can be forced through one or more channels ('sprues') into the die. The polymer solidifies under pressure and the component is then ejected. Thermoplastics, thermosets and elastomers can all be injection molded. Co-injection allows molding of components with different materials, colors and features. Injection foam molding allows economical production of large molded components by using inert gas or chemical blowing agents to make components that have a solid skin and a cellular inner structure."
Polymer extrusion,Shaping,Shaping: Molding',Shaping: Molding: Thermoplastic Molding',2081_polymer_excrusion,,"--1080 (Acrylonitrile butadiene styrene (ABS))
--1081 (Cellulose polymers (CA))
--1082 (Ionomer (I))
--1083 (Polyamides (Nylons, PA))
--1084 (Polycarbonate (PC))
--1085 (Polyetheretherketone (PEEK))
--1086 (Polyethylene (PE))
--1087 (Polyethylene terephthalate (PET))
--1089 (Polylactide (PLA))
--1090 (Polymethyl methacrylate (Acrylic, PMMA))
--1091 (Polyoxymethylene (Acetal, POM))
--1092 (Polypropylene (PP))
--1093 (Polystyrene (PS))
--1094 (Polytetrafluoroethylene (Teflon, PTFE))
--1095 (Polyurethane (tpPUR))
--1096 (Polyvinylchloride (tpPVC))
--1115 (Fluorinated Ethylene Propylene (FEP))
--1124 (CPVC)
--1125 (PEI ULTEM)
--1126 (PPS)
--1127 (PVDF)
--1136 (TORLON PAI)",,"POLYMER EXTRUSION is the work-horse of the polymer shaping industry, producing semi-finished products such as rod, tube, sheet, film and other prismatic sections in huge quantities. The raw materials as powder granules or pellets are fed into a barrel with one or more rotating screws in a heating chamber and the resulting melt is forced through a shaped die orifice. The process blends, compounds, homogenizes and extrudes the polymer mix at temperatures between 135 and 370 C. The extrudate is cooled as it leaves the die, using air or water cooling; it may subsequently be 'drawn down' to a smaller cross-section. Variations of the process include film blowing, extrusion blow molding and filament forming. The process is used to coat wire, which can be achieved at high speeds. Extrusion is also used as a pre-process other molding processes such as injection molding, producing polymer blends in pellet form.
 The process has the advantage of relatively low tooling costs, though capital costs are high and the output usually requires further processing, varying from simply cutting to size to remelting and injection molding.
 Die design is complicated by 'die swell' -- the expansion of the section after it leaves the die, caused by the visco-elastic nature of flow in long-chain polymers. Because of this the tolerances are not as tight as for pressure molding processes, though this can be improved by running the extruded section through a second ""sizing"" die."
Rotational molding,Shaping,Shaping: Molding',Shaping: Molding: Thermoplastic Molding',2082_rotational_molding,-- Machineshop (http://engineering.dartmouth.edu/mshop/machines.html),"--1029 (Flexible Polymer Foam (LD))
--1030 (Flexible Polymer Foam (MD))
--1031 (Flexible Polymer Foam (VLD))
--1032 (Rigid Polymer Foam (HD))
--1034 (Rigid Polymer Foam (MD))
--1073 (Ethylene vinyl acetate (EVA))
--1080 (Acrylonitrile butadiene styrene (ABS))
--1082 (Ionomer (I))
--1083 (Polyamides (Nylons, PA))
--1086 (Polyethylene (PE))
--1087 (Polyethylene terephthalate (PET))
--1089 (Polylactide (PLA))
--1091 (Polyoxymethylene (Acetal, POM))
--1092 (Polypropylene (PP))
--1093 (Polystyrene (PS))
--1096 (Polyvinylchloride (tpPVC))
--1115 (Fluorinated Ethylene Propylene (FEP))
--1124 (CPVC)
--1125 (PEI ULTEM)
--1126 (PPS)
--1127 (PVDF)
--1129 (Polysulfone)
--1134 (Nitrile Rubber (Buna-N))
--1136 (TORLON PAI)",,"The chunky, brightly-colored chairs for children are examples of what can be done with ROTATIONAL MOLDING. First a pre-measured quantity of polymer powder is fed into a cold die, which is then heated in a large oven while it is rotated about two axes simultaneously. This tumbles and melts the powder, coating the inside walls of the mold to a thickness set by the initial load of powder, creating a hollow shell. The component then cools in a dwell cycle, the mold chilled by air or water spray. The process is best suited for components that are large, hollow and closed; although small, thin-walled components can be made and open shapes can be created by subsequent machining."
Thermoforming,Shaping,Shaping: Molding',Shaping: Molding: Thermoplastic Molding',2083_thermoforming,-- Machineshop (http://engineering.dartmouth.edu/mshop/machines.html),"--1029 (Flexible Polymer Foam (LD))
--1030 (Flexible Polymer Foam (MD))
--1031 (Flexible Polymer Foam (VLD))
--1032 (Rigid Polymer Foam (HD))
--1034 (Rigid Polymer Foam (MD))
--1080 (Acrylonitrile butadiene styrene (ABS))
--1081 (Cellulose polymers (CA))
--1082 (Ionomer (I))
--1084 (Polycarbonate (PC))
--1085 (Polyetheretherketone (PEEK))
--1086 (Polyethylene (PE))
--1087 (Polyethylene terephthalate (PET))
--1089 (Polylactide (PLA))
--1090 (Polymethyl methacrylate (Acrylic, PMMA))
--1091 (Polyoxymethylene (Acetal, POM))
--1092 (Polypropylene (PP))
--1093 (Polystyrene (PS))
--1096 (Polyvinylchloride (tpPVC))
--1115 (Fluorinated Ethylene Propylene (FEP))
--1124 (CPVC)
--1125 (PEI ULTEM)
--1126 (PPS)
--1127 (PVDF)
--1129 (Polysulfone)
--1136 (TORLON PAI)",,"Large thermoplastic sheet moldings are economically made by THERMOFORMING. In vacuum thermoforming a thermoplastic sheet, heated to its softening point, is sucked against the contours of a mold, taking up its profile; it is then cooled, solidifying against the mold. Drape thermoforming relies partly on vacuum and partly on the natural sag of the hot polymer to form the shape. Plug-assisted thermoforming augments the vacuum with a compression plug. Pressure thermoforming uses a pressure of several atmospheres to force the hot polymer sheet onto the mold. Male or female molds are possible and - for vacuum thermoforming - can be machined from wood, polymer foam, or from aluminum (for larger batch sizes)."
"Injection molding, thermosets",Shaping,Shaping: Molding',Shaping: Molding: Thermoset Molding',2084_injection_molding_thermosets,,"--1005 (Cement)
--1029 (Flexible Polymer Foam (LD))
--1030 (Flexible Polymer Foam (MD))
--1031 (Flexible Polymer Foam (VLD))
--1032 (Rigid Polymer Foam (HD))
--1034 (Rigid Polymer Foam (MD))
--1072 (Butyl rubber (IIR))
--1073 (Ethylene vinyl acetate (EVA))
--1074 (Natural rubber (NR))
--1075 (Polychloroprene (Neoprene, CR))
--1076 (Polyisoprene rubber (IIR))
--1077 (Polyurethane)
--1078 (Silicone elastomers (SI, Q))
--1099 (Phenolics)
--1134 (Nitrile Rubber (Buna-N))","--3039 (Knitting Needles (Bamboo))
--3045 (Cutlery (Polypropylene, 100% recycled, green))
--3050 (Cutlery (Polypropylene, white, Shurfine))
--3070 (Cutlery (Polypropylene, white, Creative Convention))
--3071 (Coffee Brewing Cone (polypropylene))","No other process has changed product design more than INJECTION MOLDING. Injection molded products appear in every sector of product design: consumer products, business, industrial, computers, communication, medical and research products, toys, cosmetic packaging and sports equipment. The most common equipment for molding thermoplastics is the reciprocating screw machine, shown schematically in the figure. Polymer granules are fed into a spiral press where they mix and soften to a dough-like consistency that can be forced through one or more channels ('sprues') into the die. The polymer solidifies under pressure and the component is then ejected. Thermoplastics, thermosets and elastomers can all be injection molded. Co-injection allows molding of components with different materials, colors and features. Injection foam molding allows economical production of large molded components by using inert gas or chemical blowing agents to make components that have a solid skin and a cellular inner structure."
Reaction injection molding (RIM),Shaping,Shaping: Molding',Shaping: Molding: Thermoset Molding',2085_reaction_injection_molding,,"--1098 (Epoxies)
--1099 (Phenolics)
--1100 (Polyester)",,"REACTION INJECTION MOLDING (RIM) is a low pressure (0.35 - 0.7 MPa) process used for the in-situ polymerization of parts. It uses preheated low-viscosity chemicals (e.g. polyol + isocyanate for PUR).
 These are fed under pressure to the mixing head, from which they are injected into the mold where polymerization occurs. The process is generally used for large parts that can have complex shapes.
 It is most commonly used with thermosetting polyurethane (PUR) but other polymers are also used (e.g. nylon 6, epoxy resins, etc). The process can be adapted to produce fiber-reinforced composites (reinforced RIM - RRIM) and structural foam products (by incorporating a blowing agent). Structural foam parts produced by this technique have a dense skin and a foamed core due to cooling at the mold wall."
Resin casting,Shaping,Shaping: Molding',Shaping: Molding: Thermoset Molding',2086_resin_casting,-- Machineshop (http://engineering.dartmouth.edu/mshop/machines.html),"--1078 (Silicone elastomers (SI, Q))
--1090 (Polymethyl methacrylate (Acrylic, PMMA))
--1091 (Polyoxymethylene (Acetal, POM))
--1092 (Polypropylene (PP))
--1098 (Epoxies)
--1099 (Phenolics)
--1100 (Polyester)",,"Many resins are sufficiently fluid before polymerization that they can be cast. In RESIN CASTING a mix of resin, hardener and catalyst is poured into a shaped mold without applying pressure. If the part is small the mold can be made of an elastomer, allowing complex cast shapes to be removed without having a split mold. A few thermoplastics - notably acrylics - and most thermosets can be cast."
Powder injection molding,Shaping,Shaping: Molding',Shaping: Powder Metods: Powder Molding',2087_powder_injection_molding,,"--1014 (Alumina)
--1015 (Aluminum nitride)
--1016 (Boron carbide)
--1018 (Silicon carbide)
--1019 (Silicon nitride)
--1020 (Tungsten carbides)
--1050 (Stainless steel)
--1054 (Brass)
--1055 (Bronze)
--1056 (Copper)
--1062 (Nickel)
--1063 (Nickel-based superalloys)
--1064 (Nickel-chromium alloys)
--1069 (Tungsten alloys)
--1116 (Graphite)",,"In POWDER INJECTION MOLDING and POWDER EXTRUSION, metal or ceramic powder is mixed with a thermoplastic binder (up to 50%) and injected under pressure into heated molds on standard injection molding machines. Most of the binder is removed from the molded components by thermal baking or solvent processing. The green parts are then sintered to near full density. The mechanical properties are generally better than those of traditional P/M parts and can approach those of wrought metal of the same composition."
